,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,TotalIncome,TotalIncome_log
192,LP002069,2.0,1.0,3.0,2,2.0,3785,2912.0,180.0,360.0,0.0,1,1.0,5.19295685089021,6697.0,8.80941494391005
193,LP002070,2.0,1.0,3.0,2,2.0,2654,1998.0,128.0,360.0,0.0,1,1.0,4.852030263919617,4652.0,8.445052513638554
194,LP002077,2.0,1.0,3.0,1,2.0,10000,2690.0,412.0,360.0,1.0,3,1.0,6.021023349349527,12690.0,9.448569560708433
195,LP002083,2.0,2.0,3.0,1,1.0,5833,0.0,116.0,360.0,1.0,2,1.0,4.7535901911063645,5833.0,8.671286726753637
196,LP002090,2.0,1.0,3.0,1,2.0,4796,0.0,114.0,360.0,0.0,3,1.0,4.736198448394496,4796.0,8.475537516147405
197,LP002096,2.0,1.0,3.0,2,2.0,2000,1600.0,115.0,360.0,1.0,1,1.0,4.74493212836325,3600.0,8.1886891244442
198,LP002099,2.0,1.0,3.0,1,2.0,2540,700.0,104.0,360.0,0.0,2,1.0,4.6443908991413725,3240.0,8.083328608786376
199,LP002102,2.0,1.0,3.0,1,1.0,1900,1442.0,88.0,360.0,1.0,1,1.0,4.477336814478207,3342.0,8.114324709155339
200,LP002105,2.0,1.0,3.0,1,1.0,8706,0.0,108.0,480.0,1.0,1,1.0,4.68213122712422,8706.0,9.071767722112243
201,LP002107,2.0,1.0,3.0,2,2.0,2855,542.0,90.0,360.0,1.0,2,1.0,4.499809670330265,3397.0,8.130647968160584
202,LP002111,2.0,1.0,3.0,1,2.0,3016,1300.0,100.0,360.0,1.0,2,1.0,4.605170185988092,4316.0,8.370084326378025
203,LP002117,1.0,1.0,3.0,1,2.0,3159,2374.0,108.0,360.0,1.0,3,1.0,4.68213122712422,5533.0,8.618485442898109
204,LP002118,1.0,2.0,3.0,1,2.0,1937,1152.0,78.0,360.0,1.0,3,1.0,4.356708826689592,3089.0,8.035602692918582
205,LP002123,2.0,1.0,3.0,1,2.0,2613,2417.0,123.0,360.0,1.0,3,1.0,4.812184355372417,5030.0,8.523175263093785
206,LP002125,2.0,1.0,3.0,1,2.0,4960,2600.0,187.0,360.0,1.0,3,1.0,5.231108616854587,7560.0,8.930626469173578
207,LP002148,2.0,1.0,3.0,1,2.0,3074,1083.0,146.0,360.0,1.0,3,1.0,4.983606621708336,4157.0,8.332548939252638
208,LP002152,1.0,2.0,3.0,1,2.0,4213,0.0,80.0,360.0,1.0,2,1.0,4.382026634673881,4213.0,8.345930261979017
209,LP002165,2.0,2.0,3.0,2,2.0,2038,4027.0,100.0,360.0,1.0,1,1.0,4.605170185988092,6065.0,8.71028982137815
210,LP002167,1.0,2.0,3.0,1,2.0,2362,0.0,55.0,360.0,1.0,2,1.0,4.007333185232471,2362.0,7.767263996757308
211,LP002168,2.0,2.0,3.0,1,2.0,5333,2400.0,200.0,360.0,0.0,1,1.0,5.298317366548036,7733.0,8.953252164609035
212,LP002172,2.0,1.0,3.0,1,1.0,5384,0.0,150.0,360.0,1.0,3,1.0,5.0106352940962555,5384.0,8.591186871324563
213,LP002176,2.0,2.0,3.0,1,2.0,5708,0.0,150.0,360.0,1.0,1,1.0,5.0106352940962555,5708.0,8.649623978596727
214,LP002183,2.0,1.0,3.0,2,2.0,3754,3719.0,118.0,360.0,1.0,1,1.0,4.770684624465665,7473.0,8.91905180393029
215,LP002184,2.0,1.0,3.0,2,2.0,2914,2130.0,150.0,300.0,1.0,2,1.0,5.0106352940962555,5044.0,8.52595469708481
216,LP002186,2.0,1.0,3.0,2,2.0,2747,2458.0,118.0,36.0,1.0,3,1.0,4.770684624465665,5205.0,8.557374981049069
217,LP002192,2.0,1.0,3.0,1,2.0,7830,2183.0,212.0,360.0,1.0,1,1.0,5.356586274672012,10013.0,9.211639527707803
218,LP002195,2.0,1.0,3.0,1,1.0,3507,3148.0,212.0,360.0,1.0,1,1.0,5.356586274672012,6655.0,8.803123730829212
219,LP002208,2.0,1.0,3.0,1,2.0,3747,2139.0,125.0,360.0,1.0,2,1.0,4.8283137373023015,5886.0,8.680331928793418
220,LP002212,2.0,1.0,3.0,1,2.0,2166,2166.0,108.0,360.0,1.0,2,1.0,4.68213122712422,4332.0,8.37378460812088
221,LP002240,2.0,1.0,3.0,2,2.0,3500,2168.0,149.0,360.0,1.0,1,1.0,5.003946305945459,5668.0,8.64259160081057
222,LP002245,2.0,1.0,3.0,2,2.0,2896,0.0,80.0,480.0,1.0,2,1.0,4.382026634673881,2896.0,7.971085753505607
223,LP002253,1.0,2.0,3.0,1,2.0,5062,0.0,152.0,300.0,1.0,1,1.0,5.0238805208462765,5062.0,8.529516941105069
224,LP002256,1.0,2.0,3.0,1,1.0,5184,0.0,187.0,360.0,0.0,3,1.0,5.231108616854587,5184.0,8.55333223803211
225,LP002257,1.0,2.0,3.0,1,2.0,2545,0.0,74.0,360.0,1.0,2,1.0,4.30406509320417,2545.0,7.841885928984623
226,LP002264,2.0,1.0,3.0,1,2.0,2553,1768.0,102.0,360.0,1.0,2,1.0,4.624972813284271,4321.0,8.371242135931933
227,LP002270,2.0,1.0,3.0,1,2.0,3436,3809.0,100.0,360.0,1.0,1,1.0,4.605170185988092,7245.0,8.888066854754783
228,LP002279,2.0,2.0,3.0,1,2.0,2412,2755.0,130.0,360.0,1.0,1,1.0,4.867534450455582,5167.0,8.550047528287184
229,LP002286,2.0,1.0,3.0,2,2.0,5180,0.0,125.0,360.0,0.0,2,1.0,4.8283137373023015,5180.0,8.55256033525353
230,LP002294,2.0,2.0,3.0,1,2.0,14911,14507.0,130.0,360.0,1.0,3,1.0,4.867534450455582,29418.0,10.289362010879287
231,LP002298,2.0,2.0,3.0,1,1.0,2860,2988.0,138.0,360.0,1.0,2,1.0,4.927253685157205,5848.0,8.673855001429615
232,LP002306,2.0,1.0,3.0,1,2.0,1173,1594.0,28.0,180.0,1.0,1,1.0,3.332204510175204,2767.0,7.925518979786926
233,LP002310,1.0,2.0,3.0,1,2.0,7600,0.0,92.0,360.0,1.0,3,1.0,4.5217885770490405,7600.0,8.935903526274423
234,LP002311,1.0,1.0,3.0,1,2.0,2157,1788.0,104.0,360.0,1.0,2,1.0,4.6443908991413725,3945.0,8.280204233279974
235,LP002316,2.0,2.0,3.0,1,2.0,2231,2774.0,176.0,360.0,0.0,2,1.0,5.170483995038151,5005.0,8.518192691749322
236,LP002321,1.0,2.0,3.0,1,2.0,2274,5211.0,117.0,360.0,0.0,3,1.0,4.762173934797756,7485.0,8.920656296853728
237,LP002325,2.0,1.0,3.0,2,2.0,6166,13983.0,102.0,360.0,1.0,1,1.0,4.624972813284271,20149.0,9.910909938351766
238,LP002326,2.0,1.0,3.0,2,2.0,2513,1110.0,107.0,360.0,1.0,3,1.0,4.672828834461906,3623.0,8.195057690895077
239,LP002329,2.0,2.0,3.0,1,2.0,4333,0.0,66.0,480.0,1.0,2,1.0,4.189654742026425,4333.0,8.374015421739909
240,LP002333,2.0,2.0,3.0,2,2.0,3844,0.0,105.0,360.0,1.0,2,1.0,4.653960350157523,3844.0,8.254268770090183
241,LP002339,2.0,1.0,3.0,1,2.0,3887,1517.0,105.0,360.0,0.0,3,1.0,4.653960350157523,5404.0,8.59489469908009
242,LP002344,2.0,1.0,3.0,1,2.0,3510,828.0,105.0,360.0,1.0,3,1.0,4.653960350157523,4338.0,8.37516869138682
243,LP002346,2.0,1.0,3.0,1,2.0,2539,1704.0,125.0,360.0,0.0,1,1.0,4.8283137373023015,4243.0,8.353025845202325
244,LP002354,1.0,2.0,3.0,2,2.0,2107,0.0,64.0,360.0,1.0,3,1.0,4.1588830833596715,2107.0,7.653020413804189
245,LP002355,2.0,1.0,3.0,1,2.0,3186,3145.0,150.0,180.0,0.0,3,1.0,5.0106352940962555,6331.0,8.753213480544126
246,LP002358,2.0,1.0,3.0,1,1.0,5000,2166.0,150.0,360.0,1.0,2,1.0,5.0106352940962555,7166.0,8.8771028978649
247,LP002360,2.0,1.0,3.0,1,2.0,10000,0.0,126.0,360.0,1.0,2,1.0,4.836281906951478,10000.0,9.210340371976184
248,LP002375,2.0,1.0,3.0,2,1.0,3943,0.0,64.0,360.0,1.0,3,1.0,4.1588830833596715,3943.0,8.279697133877628
249,LP002376,2.0,2.0,3.0,1,2.0,2925,0.0,40.0,180.0,1.0,1,1.0,3.6888794541139363,2925.0,7.981049759665957
250,LP002383,2.0,1.0,3.0,1,2.0,3242,437.0,142.0,480.0,0.0,2,1.0,4.955827057601261,3679.0,8.210396255104774
251,LP002385,2.0,1.0,3.0,1,2.0,3863,0.0,70.0,300.0,1.0,3,1.0,4.248495242049359,3863.0,8.259199362666282
252,LP002389,1.0,2.0,3.0,1,2.0,4028,0.0,131.0,360.0,1.0,3,1.0,4.875197323201151,4028.0,8.301025253838453
253,LP002394,2.0,1.0,3.0,1,2.0,4010,1025.0,120.0,360.0,1.0,2,1.0,4.787491742782046,5035.0,8.524168805152662
254,LP002397,1.0,1.0,3.0,1,2.0,3719,1585.0,114.0,360.0,1.0,2,1.0,4.736198448394496,5304.0,8.576216531865699
255,LP002399,2.0,2.0,3.0,1,2.0,2858,0.0,123.0,360.0,0.0,1,1.0,4.812184355372417,2858.0,7.957877358489813
256,LP002400,1.0,1.0,3.0,1,2.0,3833,0.0,92.0,360.0,1.0,1,1.0,4.5217885770490405,3833.0,8.251403065380556
257,LP002402,2.0,1.0,3.0,1,2.0,3333,4288.0,160.0,360.0,1.0,2,1.0,5.075173815233827,7621.0,8.938662873666118
258,LP002412,2.0,1.0,3.0,1,2.0,3007,3725.0,151.0,360.0,1.0,1,1.0,5.017279836814924,6732.0,8.814627555310697
259,LP002415,1.0,2.0,3.0,1,2.0,1850,4583.0,81.0,360.0,1.0,1,1.0,4.394449154672439,6433.0,8.769196271411001
260,LP002417,2.0,1.0,3.0,2,2.0,2792,2619.0,171.0,360.0,1.0,3,1.0,5.14166355650266,5411.0,8.596189197642735
261,LP002420,2.0,1.0,3.0,1,2.0,2982,1550.0,110.0,360.0,1.0,3,1.0,4.700480365792417,4532.0,8.418918622147897
262,LP002425,2.0,2.0,3.0,1,2.0,3417,738.0,100.0,360.0,1.0,1,1.0,4.605170185988092,4155.0,8.332067707289548
263,LP002433,2.0,1.0,3.0,1,2.0,18840,0.0,234.0,360.0,1.0,1,1.0,5.455321115357702,18840.0,9.843737548130354
264,LP002440,2.0,1.0,3.0,1,2.0,2995,1120.0,184.0,360.0,1.0,1,1.0,5.214935757608986,4115.0,8.32239411311117
265,LP002441,2.0,2.0,3.0,1,2.0,3579,3308.0,138.0,360.0,1.0,3,1.0,4.927253685157205,6887.0,8.837390855544697
266,LP002442,1.0,1.0,3.0,2,2.0,3835,1400.0,112.0,480.0,0.0,2,1.0,4.718498871295094,5235.0,8.563122123304638
267,LP002445,1.0,2.0,3.0,2,2.0,3854,3575.0,117.0,360.0,1.0,1,1.0,4.762173934797756,7429.0,8.913146539151807
268,LP002450,2.0,1.0,3.0,1,2.0,5833,750.0,49.0,360.0,0.0,1,1.0,3.8918202981106265,6583.0,8.792245847467877
269,LP002471,2.0,2.0,3.0,1,2.0,3508,0.0,99.0,360.0,1.0,1,1.0,4.59511985013459,3508.0,8.162801353492073
270,LP002476,1.0,1.0,3.0,2,2.0,1635,2444.0,99.0,360.0,1.0,2,1.0,4.59511985013459,4079.0,8.313607139317558
271,LP002482,1.0,2.0,3.0,1,1.0,3333,3916.0,212.0,360.0,1.0,1,1.0,5.356586274672012,7249.0,8.888618807300878
272,LP002485,2.0,2.0,3.0,1,2.0,24797,0.0,240.0,360.0,1.0,3,1.0,5.480638923341991,24797.0,10.118477957093951
273,LP002495,2.0,1.0,3.0,1,2.0,5667,440.0,130.0,360.0,0.0,3,1.0,4.867534450455582,6107.0,8.717190933223135
274,LP002496,1.0,2.0,3.0,1,2.0,3500,0.0,94.0,360.0,0.0,3,1.0,4.543294782270004,3500.0,8.160518247477505
275,LP002523,2.0,1.0,3.0,1,2.0,2773,1497.0,108.0,360.0,1.0,3,1.0,4.68213122712422,4270.0,8.35936910622267
276,LP002542,2.0,1.0,3.0,1,2.0,6500,0.0,144.0,360.0,1.0,2,1.0,4.969813299576001,6500.0,8.779557455883728
277,LP002550,1.0,2.0,3.0,1,2.0,5769,0.0,110.0,180.0,1.0,3,1.0,4.700480365792417,5769.0,8.660254034256889
278,LP002551,2.0,1.0,3.0,2,2.0,3634,910.0,176.0,360.0,0.0,3,1.0,5.170483995038151,4544.0,8.421562960400987
279,LP002553,2.0,2.0,3.0,1,2.0,29167,0.0,185.0,360.0,1.0,3,1.0,5.220355825078324,29167.0,10.280793212183719
280,LP002554,2.0,2.0,3.0,1,2.0,2166,2057.0,122.0,360.0,1.0,3,1.0,4.804021044733257,4223.0,8.348301054933943
281,LP002561,2.0,1.0,3.0,1,2.0,5000,0.0,126.0,360.0,1.0,1,1.0,4.836281906951478,5000.0,8.517193191416238
282,LP002566,1.0,2.0,3.0,1,2.0,5530,0.0,135.0,360.0,1.0,2,1.0,4.90527477843843,5530.0,8.61794309451638
283,LP002568,2.0,2.0,3.0,2,2.0,9000,0.0,122.0,360.0,1.0,1,1.0,4.804021044733257,9000.0,9.104979856318357
284,LP002570,1.0,1.0,3.0,1,2.0,10000,11666.0,460.0,360.0,1.0,2,1.0,6.131226489483141,21666.0,9.983499490505512
285,LP002572,2.0,1.0,3.0,1,2.0,8750,0.0,297.0,360.0,1.0,2,1.0,5.6937321388027,8750.0,9.07680897935166
286,LP002581,2.0,1.0,3.0,2,2.0,2157,2730.0,140.0,360.0,1.0,1,1.0,4.941642422609304,4887.0,8.494333897270154
287,LP002584,2.0,2.0,3.0,1,2.0,1972,4347.0,106.0,360.0,1.0,1,1.0,4.663439094112067,6319.0,8.751316246773456
288,LP002592,2.0,2.0,3.0,1,2.0,4983,0.0,141.0,360.0,1.0,2,1.0,4.948759890378168,4983.0,8.513787398281405
289,LP002593,2.0,1.0,3.0,1,2.0,8333,4000.0,126.0,360.0,1.0,2,1.0,4.836281906951478,12333.0,9.420033875565988
290,LP002599,2.0,1.0,3.0,1,2.0,3667,2000.0,170.0,360.0,1.0,3,1.0,5.135798437050262,5667.0,8.64241515616962
291,LP002604,2.0,1.0,3.0,1,2.0,3166,2833.0,145.0,360.0,1.0,2,1.0,4.976733742420574,5999.0,8.699348067653093
292,LP002605,2.0,2.0,3.0,2,2.0,3271,0.0,90.0,360.0,1.0,1,1.0,4.499809670330265,3271.0,8.092851027538384
293,LP002609,1.0,1.0,3.0,1,2.0,2241,2000.0,88.0,360.0,0.0,2,1.0,4.477336814478207,4241.0,8.352554369474591
294,LP002610,2.0,1.0,3.0,2,2.0,1792,2565.0,128.0,360.0,1.0,2,1.0,4.852030263919617,4357.0,8.379539026117442
295,LP002612,1.0,1.0,3.0,1,2.0,2666,0.0,84.0,480.0,1.0,3,1.0,4.430816798843313,2666.0,7.888334500738654
296,LP002614,2.0,2.0,3.0,1,2.0,6478,0.0,108.0,360.0,1.0,3,1.0,4.68213122712422,6478.0,8.776167099731275
297,LP002630,2.0,2.0,3.0,2,2.0,3808,0.0,83.0,360.0,1.0,1,1.0,4.418840607796598,3808.0,8.244859395911256
298,LP002635,1.0,1.0,3.0,2,2.0,3729,0.0,117.0,360.0,1.0,3,1.0,4.762173934797756,3729.0,8.22389538017882
299,LP002639,2.0,1.0,3.0,1,2.0,4120,0.0,128.0,360.0,1.0,1,1.0,4.852030263919617,4120.0,8.323608442343572
300,LP002644,2.0,1.0,3.0,1,1.0,7500,0.0,75.0,360.0,1.0,2,1.0,4.31748811353631,7500.0,8.922658299524402
301,LP002651,2.0,1.0,3.0,1,2.0,6300,0.0,125.0,360.0,0.0,2,1.0,4.8283137373023015,6300.0,8.748304912379623
302,LP002654,1.0,2.0,3.0,1,1.0,14987,0.0,177.0,360.0,1.0,1,1.0,5.176149732573829,14987.0,9.614938437644996
303,LP002657,2.0,1.0,3.0,2,1.0,570,2125.0,68.0,360.0,1.0,1,1.0,4.219507705176107,2695.0,7.899153483343097
304,LP002711,2.0,1.0,3.0,1,2.0,2600,700.0,96.0,360.0,1.0,3,1.0,4.564348191467836,3300.0,8.101677747454572
305,LP002712,2.0,2.0,3.0,2,2.0,2733,1083.0,180.0,360.0,1.0,3,1.0,5.19295685089021,3816.0,8.246958032568177
306,LP002721,2.0,1.0,3.0,1,1.0,7500,0.0,183.0,360.0,1.0,1,1.0,5.209486152841421,7500.0,8.922658299524402
307,LP002735,2.0,1.0,3.0,2,2.0,3859,0.0,121.0,360.0,1.0,1,1.0,4.795790545596741,3859.0,8.258163361537619
308,LP002744,2.0,1.0,3.0,1,2.0,6825,0.0,162.0,360.0,1.0,1,1.0,5.087596335232384,6825.0,8.82834762005316
309,LP002745,2.0,1.0,3.0,1,2.0,3708,4700.0,132.0,360.0,1.0,3,1.0,4.882801922586371,8408.0,9.036938912556787
310,LP002746,2.0,2.0,3.0,1,2.0,5314,0.0,147.0,360.0,1.0,2,1.0,4.990432586778736,5314.0,8.57810012631976
311,LP002747,1.0,2.0,3.0,1,2.0,2366,5272.0,153.0,360.0,0.0,1,1.0,5.030437921392435,7638.0,8.940891067785461
312,LP002754,2.0,2.0,3.0,1,2.0,2066,2108.0,104.0,84.0,1.0,2,1.0,4.6443908991413725,4174.0,8.336630087637147
313,LP002759,2.0,1.0,3.0,1,2.0,5000,0.0,149.0,360.0,1.0,1,1.0,5.003946305945459,5000.0,8.517193191416238
314,LP002760,1.0,2.0,3.0,1,2.0,3767,0.0,134.0,300.0,1.0,2,1.0,4.897839799950911,3767.0,8.23403420769204
315,LP002766,1.0,1.0,3.0,1,2.0,7859,879.0,165.0,180.0,1.0,3,1.0,5.10594547390058,8738.0,9.075436609511382
316,LP002769,1.0,1.0,3.0,1,2.0,4283,0.0,120.0,360.0,1.0,1,1.0,4.787491742782046,4283.0,8.36240897761537
317,LP002774,2.0,1.0,3.0,2,2.0,1700,2900.0,67.0,360.0,0.0,2,1.0,4.204692619390966,4600.0,8.433811582477187
318,LP002775,2.0,2.0,3.0,2,2.0,4768,0.0,125.0,360.0,1.0,1,1.0,4.8283137373023015,4768.0,8.469682208745185
319,LP002781,2.0,2.0,3.0,1,2.0,3083,2738.0,120.0,360.0,1.0,2,1.0,4.787491742782046,5821.0,8.669227347271736
320,LP002782,2.0,1.0,3.0,1,2.0,2667,1542.0,148.0,360.0,1.0,1,1.0,4.997212273764115,4209.0,8.344980368770571
321,LP002786,1.0,1.0,3.0,2,2.0,1647,1762.0,181.0,360.0,1.0,2,1.0,5.198497031265826,3409.0,8.134174272137903
322,LP002790,2.0,1.0,3.0,1,2.0,3400,0.0,80.0,120.0,1.0,2,1.0,4.382026634673881,3400.0,8.131530710604252
323,LP002791,2.0,2.0,3.0,1,2.0,16000,5000.0,40.0,360.0,1.0,3,1.0,3.6888794541139363,21000.0,9.95227771670556
324,LP002793,2.0,1.0,3.0,1,2.0,5333,0.0,90.0,360.0,1.0,1,1.0,4.499809670330265,5333.0,8.581669210600602
325,LP002802,2.0,2.0,3.0,1,2.0,2875,2416.0,95.0,6.0,0.0,3,1.0,4.553876891600541,5291.0,8.57376254290413
326,LP002803,2.0,1.0,3.0,2,2.0,2600,618.0,122.0,360.0,1.0,3,1.0,4.804021044733257,3218.0,8.076515327552329
327,LP002805,2.0,1.0,3.0,1,2.0,5041,700.0,150.0,360.0,1.0,2,1.0,5.0106352940962555,5741.0,8.655388690167637
328,LP002806,2.0,1.0,3.0,1,1.0,6958,1411.0,150.0,360.0,1.0,1,1.0,5.0106352940962555,8369.0,9.032289682032873
329,LP002816,2.0,1.0,3.0,1,2.0,3500,1658.0,104.0,360.0,1.0,3,1.0,4.6443908991413725,5158.0,8.54830418644129
330,LP002823,2.0,1.0,3.0,1,2.0,5509,0.0,143.0,360.0,1.0,1,1.0,4.962844630259907,5509.0,8.614138397472717
331,LP002825,2.0,1.0,3.0,1,2.0,9699,0.0,300.0,360.0,1.0,2,1.0,5.703782474656201,9699.0,9.179778066393542
332,LP002826,1.0,1.0,3.0,2,2.0,3621,2717.0,171.0,360.0,1.0,2,1.0,5.14166355650266,6338.0,8.754318540250866
333,LP002843,1.0,1.0,3.0,1,2.0,4709,0.0,113.0,360.0,1.0,3,1.0,4.727387818712341,4709.0,8.457230850243555
334,LP002849,2.0,1.0,3.0,1,2.0,1516,1951.0,35.0,360.0,1.0,3,1.0,3.5553480614894135,3467.0,8.151044945685024
335,LP002850,2.0,2.0,3.0,1,2.0,2400,0.0,46.0,360.0,1.0,2,1.0,3.828641396489095,2400.0,7.783224016336037
336,LP002853,1.0,2.0,3.0,2,2.0,3015,2000.0,145.0,360.0,1.0,2,1.0,4.976733742420574,5015.0,8.520188700396035
337,LP002856,2.0,1.0,3.0,1,2.0,2292,1558.0,119.0,360.0,1.0,2,1.0,4.77912349311153,3850.0,8.25582842728183
338,LP002857,2.0,1.0,3.0,1,1.0,2360,3355.0,87.0,240.0,1.0,1,1.0,4.465908118654584,5715.0,8.65084957622891
339,LP002858,1.0,2.0,3.0,1,2.0,4333,2333.0,162.0,360.0,0.0,1,1.0,5.087596335232384,6666.0,8.804775258867686
340,LP002860,2.0,1.0,3.0,1,1.0,2623,4831.0,122.0,180.0,1.0,3,1.0,4.804021044733257,7454.0,8.916506080039204
341,LP002867,2.0,2.0,3.0,1,1.0,3972,4275.0,187.0,360.0,1.0,1,1.0,5.231108616854587,8247.0,9.017604776833355
342,LP002869,2.0,1.0,3.0,2,2.0,3522,0.0,81.0,180.0,1.0,1,1.0,4.394449154672439,3522.0,8.166784289056151
343,LP002870,2.0,1.0,3.0,1,2.0,4700,0.0,80.0,360.0,1.0,2,1.0,4.382026634673881,4700.0,8.45531778769815
344,LP002876,2.0,2.0,3.0,1,2.0,6858,0.0,176.0,360.0,1.0,1,1.0,5.170483995038151,6858.0,8.833171133022866
345,LP002878,2.0,1.0,3.0,1,2.0,8334,0.0,260.0,360.0,1.0,2,1.0,5.560681631015528,8334.0,9.0280988119824
346,LP002879,2.0,1.0,3.0,1,2.0,3391,1966.0,133.0,360.0,0.0,1,1.0,4.890349128221754,5357.0,8.58615939588096
347,LP002885,2.0,2.0,3.0,2,2.0,2868,0.0,70.0,360.0,1.0,2,1.0,4.248495242049359,2868.0,7.961370201719511
348,LP002890,2.0,1.0,3.0,2,2.0,3418,1380.0,135.0,360.0,1.0,2,1.0,4.90527477843843,4798.0,8.47595444339964
349,LP002891,2.0,1.0,3.0,1,1.0,2500,296.0,137.0,300.0,1.0,1,1.0,4.919980925828125,2796.0,7.935945103353701
350,LP002899,2.0,1.0,3.0,1,2.0,8667,0.0,254.0,360.0,1.0,1,1.0,5.537334267018537,8667.0,9.067277989134345
351,LP002901,2.0,2.0,3.0,1,2.0,2283,15000.0,106.0,360.0,1.0,1,1.0,4.663439094112067,17283.0,9.757478638400492
352,LP002907,2.0,1.0,3.0,1,2.0,5817,910.0,109.0,360.0,1.0,2,1.0,4.6913478822291435,6727.0,8.813884558025606
353,LP002920,2.0,1.0,3.0,1,2.0,5119,3769.0,120.0,360.0,1.0,1,1.0,4.787491742782046,8888.0,9.092457331319466
354,LP002921,2.0,1.0,3.0,2,2.0,5316,187.0,158.0,180.0,0.0,3,1.0,5.062595033026967,5503.0,8.613048677059759
355,LP002932,2.0,1.0,3.0,1,2.0,7603,1213.0,197.0,360.0,1.0,2,1.0,5.2832037287379885,8816.0,9.084323531392696
356,LP002935,2.0,1.0,3.0,1,2.0,3791,1936.0,85.0,360.0,1.0,2,1.0,4.442651256490317,5727.0,8.652947112393857
357,LP002952,2.0,2.0,3.0,1,2.0,2500,0.0,60.0,360.0,1.0,2,1.0,4.0943445622221,2500.0,7.824046010856292
358,LP002954,2.0,1.0,3.0,2,2.0,3132,0.0,76.0,360.0,1.0,1,1.0,4.330733340286331,3132.0,8.049427057110695
359,LP002962,2.0,2.0,3.0,1,2.0,4000,2667.0,152.0,360.0,1.0,3,1.0,5.0238805208462765,6667.0,8.80492526261806
360,LP002965,1.0,1.0,3.0,1,2.0,8550,4255.0,96.0,360.0,1.0,2,1.0,4.564348191467836,12805.0,9.457590998633625
361,LP002969,2.0,1.0,3.0,1,2.0,2269,2167.0,99.0,360.0,1.0,3,1.0,4.59511985013459,4436.0,8.397508348470257
362,LP002971,2.0,1.0,3.0,2,1.0,4009,1777.0,113.0,360.0,1.0,2,1.0,4.727387818712341,5786.0,8.66319648553608
363,LP002975,2.0,1.0,3.0,1,2.0,4158,709.0,115.0,360.0,1.0,2,1.0,4.74493212836325,4867.0,8.490233009833455
364,LP002980,2.0,2.0,3.0,1,2.0,3250,1993.0,126.0,360.0,1.0,3,1.0,4.836281906951478,5243.0,8.564649132572534
365,LP002986,2.0,1.0,3.0,1,2.0,5000,2393.0,158.0,360.0,1.0,1,1.0,5.062595033026967,7393.0,8.9082888855571
366,LP002989,2.0,2.0,3.0,1,1.0,9200,0.0,98.0,180.0,1.0,1,1.0,4.584967478670572,9200.0,9.126958763037132
0,LP001002,2.0,2.0,3.0,1,2.0,5849,0.0,126.0,360.0,1.0,2,1.0,4.836281906951478,5849.0,8.674025985443025
1,LP001003,2.0,1.0,3.0,1,2.0,4583,1508.0,128.0,360.0,1.0,1,2.0,4.852030263919617,6091.0,8.714567550836485
2,LP001005,2.0,1.0,3.0,1,1.0,3000,0.0,66.0,360.0,1.0,2,1.0,4.189654742026425,3000.0,8.006367567650246
3,LP001006,2.0,1.0,3.0,2,2.0,2583,2358.0,120.0,360.0,1.0,2,1.0,4.787491742782046,4941.0,8.50532301884575
4,LP001008,2.0,2.0,3.0,1,2.0,6000,0.0,141.0,360.0,1.0,2,1.0,4.948759890378168,6000.0,8.699514748210191
5,LP001011,2.0,1.0,3.0,1,1.0,5417,4196.0,267.0,360.0,1.0,2,1.0,5.58724865840025,9613.0,9.170871628065816
6,LP001013,2.0,1.0,3.0,2,2.0,2333,1516.0,95.0,360.0,1.0,2,1.0,4.553876891600541,3849.0,8.255568653283746
7,LP001014,2.0,1.0,3.0,1,2.0,3036,2504.0,158.0,360.0,0.0,3,2.0,5.062595033026967,5540.0,8.61974977974133
8,LP001018,2.0,1.0,3.0,1,2.0,4006,1526.0,168.0,360.0,1.0,2,1.0,5.123963979403259,5532.0,8.61830469278465
9,LP001020,2.0,1.0,3.0,1,2.0,12841,10968.0,349.0,360.0,1.0,3,2.0,5.855071922202427,23809.0,10.077818939438902
10,LP001024,2.0,1.0,3.0,1,2.0,3200,700.0,70.0,360.0,1.0,2,1.0,4.248495242049359,3900.0,8.268731832117737
11,LP001027,2.0,1.0,3.0,1,2.0,2500,1840.0,109.0,360.0,1.0,2,1.0,4.6913478822291435,4340.0,8.375629627094451
12,LP001028,2.0,1.0,3.0,1,2.0,3073,8106.0,200.0,360.0,1.0,2,1.0,5.298317366548036,11179.0,9.321792297270326
13,LP001029,2.0,2.0,3.0,1,2.0,1853,2840.0,114.0,360.0,1.0,1,2.0,4.736198448394496,4693.0,8.453827315794417
14,LP001030,2.0,1.0,3.0,1,2.0,1299,1086.0,17.0,120.0,1.0,2,1.0,2.833213344056216,2385.0,7.776954403322442
15,LP001032,2.0,2.0,3.0,1,2.0,4950,0.0,125.0,360.0,1.0,2,1.0,4.8283137373023015,4950.0,8.507142855562735
16,LP001034,2.0,2.0,3.0,2,2.0,3596,0.0,100.0,240.0,1.0,2,1.0,4.605170185988092,3596.0,8.18757739559151
17,LP001036,1.0,2.0,3.0,1,2.0,3510,0.0,76.0,360.0,0.0,2,2.0,4.330733340286331,3510.0,8.163371316459912
